annotation_id,text,pred_label,label,method,question,answer
Wiki_articles_wikiAlexander II of Russia-0.txt:2:3," ( : aleksandr nikolaevich , . aleksandr ; ipa lajivjitc from was of alexander was since the . his , liberator : osvoboditel , . osvoboditel ; alji ksandr djitjilj . the tsar was responsible for reforms including reorganizing judicial system , abolishing punishment self privileges nobility despite during british was , moved iii 1872 the league three emperors that stabilized he brief 1877 abided by that nascent when was 1881",1,0,multirc_simple_gradient_top_k_direct,Why is Alexander II called Aleksandr Osvoboditel ?,He was like Peter the Great
Wiki_articles_wikiAlexander II of Russia-0.txt:3:7," nikolaevich , tr nikolaevich ipa : fta lajivjitc ] . ] 1 march in from 2 march 1855 until liberator : osvoboditel , tr osvoboditel ; : [ ksandr ba djitjilj ) . tsar was responsible numerous other reorganizing , setting abolishing zemstvo , imposing his foreign bellicose with germany and austria pacifistic policy war - the turkestan . his greatest was constitution russia . proposing additional nascent and 1881 .",0,1,multirc_simple_gradient_top_k_direct,How many years after the end of the war with Turkey was Alexander II assassinated ?,3
Wiki_articles_wikiAlexander II of Russia-11.txt:15:2," reforms autonomy russia , the markka liberation , equal to swedish society tsar reforms reforms underpopulated . during . encouraging attempt to dilute ties with .",1,1,multirc_simple_gradient_top_k_direct,What were the results for Finland establishing its own language ?,It opened up opportunities for a larger population of the society and diluted ties with Sweden
Wiki_articles_wikiAlexander II of Russia-11.txt:5:2, finland reforms finland autonomy from russia of currency liberation railways under of swedish be the nationalism seen an attempt to dilute ties with .,1,1,multirc_simple_gradient_top_k_direct,How did encouraging Finnish language help the people ?,It diluted ties with Sweden and increased its autonomy from Russia
Wiki_articles_wikiAlexander the Great-11.txt:3:1,"macedon , king molossians . illyria illyrian king and a , despite militarily son , macedon family , demaratus who parties year satrap caria , pixodarus arrhidaeus . philip arrhidaeus . sending thessalus corinth pixodarus offer when exiled and erigyius corinthians thessalus him .",1,1,multirc_simple_gradient_top_k_direct,After fleeing Macedon who treated Alexander as a guest ?,The Illyrian King
Wiki_articles_wikiAlexander the Great-11.txt:6:0," . due the efforts demaratus who . persian satrap , arrhidaeus philip arrhidaeus his . alexander sending an actor , thessalus corinth to pixodarus illegitimate son , . scolded wanted better philip erigyius corinthians thessalus him in chains",1,1,multirc_simple_gradient_top_k_direct,Why did Philip stop negotiations and scold Alexander ?,Because Alexander sent an actor to tell Pixodarus that he should offer his daughter to him instead because Arrhidaues was illegitimate
Wiki_articles_wikiAlexander the Great-18.txt:10:0," haemus army the defeated their lyginus . encountering getae tribe skirmish glaukias taulanti against , defeated with . thebans . south . thebes decided to fight . theban resistance alexander razed boeotian . thebes cowed peace then set his asian campaign , antipater as .",0,1,multirc_simple_gradient_top_k_direct,How did the Thebans rebel against Alexander ?,Decided to fight
Wiki_articles_wikiAlexander the Great-18.txt:3:0, asia alexander of amphipolis army the defeated lyginus tributary danube alexander days the danube encountering the getae the . surprised and first reached of . marching illyria defeated troops . frontier . thebans . south . of of temporarily . set out his asian campaign antipater regent .,1,0,multirc_simple_gradient_top_k_direct,Did Alexander begin his Asian campaign before his defeat of Thebes ?,Before
Wiki_articles_wikiAlexander the Great-34.txt:2:2," persian proskynesis prostration plot revealed , one of his , philotas the had ecbatana , . , had saved life the violent altercation maracanda ( samarkand in uzbekistan ) oriental lifestyle central asian , plot callisthenes olynthus , the plot a . callisthenes had opposition proskynesis .",1,1,multirc_simple_gradient_top_k_direct,Was Philotas 's father killed because he was ?,Yes
Wiki_articles_wikiAlexander the Great-50.txt:4:1," s that reports not immediately roxane s s laconic plutarch was apocryphal . diodorus curtius more that passed his to cavalry perdiccas did suggesting roxane leonnatus antipater guardians . infantry meleager , rejected they been excluded the discussion , they arrhidaeus . eventually and the birth dissension afflicted satrapies . the in macedonian macedon philip were murdered .",0,0,multirc_simple_gradient_top_k_direct,What arrangement was rejected by the infantry and Meleager ?,The discussion
Wiki_articles_wikiAlexander the Great-50.txt:5:0," alexander legitimate heir his roxane being born alexander deathbed his toi kratistoi plutarch apocryphal diodorus curtius that alexander signet to perdiccas , of the cavalry nominating him perdiccas roxane ' antipater as guardians , the command arrangement dissension afflicted satrapies assassination in , macedonian war the successors diadochi ) blocks selucid asia attalid antigonid iv murdered .",1,1,multirc_simple_gradient_top_k_direct,What is the discrepancy over what Alexander did on his deathbed ?,Who he chose as successor
wikiMovieSummaries-10376197.txt:9:6," control up tillie friend , wakes georgia farnsworth jebediah a worn out old freight engine . after the tower assigns farnsworth the but the georgia rollo toys into , ballerina pandy a panda ; perky ; grumpella georgia is the . one pull the the roundhouse . chip tillie sneak past the sleeping tower and up .",0,0,multirc_simple_gradient_top_k_direct,Who are the three human characters ?,Perky
wikiMovieSummaries-18640799.txt:8:3," about human singhania to have anterograde amnesia . introduced brutally a takes picture ' . that anterograde amnesia loses memory tattoos memory out arjun case murders diaries where chronicled . the diary as . the of business his kalpana , her apartment . owner of kalpana misinterprets as romantic encourages kalpana accept the overture",0,1,multirc_simple_gradient_top_k_direct,"Every 15 minutes , Sanjay goes through what process , Which frustrates his attempts to avenge the death of his sweetheart ?",He forgets about facts
wikiMovieSummaries-18640799.txt:9:4," professor records is currently under criminal investigation nonetheless decides investigate the . is murders a . polaroid . anterograde 15 . it . ghajini police tracks yadav chronicled the 2006 . flashes reads of voice . of , sanjay kalpana a a above apartment the owner of kalpana misinterprets kalpana accept the overture",1,1,multirc_simple_gradient_top_k_direct,Why does Sunita 's professor deny access to Sanjay 's records ?,Because it's under investigation
wikiMovieSummaries-2444093.txt:10:0," 2415 after a virus in 2011 wiped out % of population bregna idyllic disappearing telepathy handler mission destroy a surveillance station , on comes killed monican mission discovers monicans manipulated coup bregna . bregna a , troubling . recycling became antidote humans infertile . trevor experiments infertility katherine is years experiments , was became pregnant",1,1,multirc_simple_gradient_top_k_direct,Why are people suffering from bad dreams ?,Virus
wikiMovieSummaries-2444093.txt:9:4, the population bregna scientists idyllic dreams flux communicate handler . comes to mistaken monican is sent goodchild monicans origins of bregna trevor . bregna a . dead constantly individuals troubling dreams . and cloning became the antidote infertile . ongoing ancestors trying reverse infertility . on that trevor wife katherine katherine she became,0,0,multirc_simple_gradient_top_k_direct,Why is Trevor 's are experimenting to try and his clone ancestors ?,For money
wikiMovieSummaries-261107.txt:9:1," miriam stranger bruno the perfect ` criss ' murder : he is no . leaves . leaves his cigarette lighter behind a metcalf illuminates guy s , professor . exponentially life bargain . bruno sends house , , appears at a senator and hobnobs and increasing suspicion .",1,1,multirc_simple_gradient_top_k_direct,The guy hurriedly leaves the compartment but leaves Bruno thinking he has agreed to the deal . what does he accidentally leave behind,The guy leaves his cigarette lighter behind
wikiMovieSummaries_31093623.txt:0:5," a passengers becomes violent attacks been hamster a lab students flight attendant paula . landing the . disobeying orders jetway evacuates bev doc they soldiers and cdc terminal named shilah washington kit cargo flight attendant , henry preston sneak into plane to . they shilah infected captain kills into nial .",0,0,multirc_simple_gradient_top_k_direct,What causes Ralph to bite the flight attendant ?,Ralph became infected because he had been bitten by a bird
wikiMovieSummaries_31093623.txt:3:0," flight los angeles nashville is land las vegas , nevada when the passengers bundt attacks had bitten emergency landing las vegas . disobeying orders captain forrest operated baggage ed . almost evacuates for doc , keep ralph aircraft bathroom of airport . scientists surround passengers shilah washington flight , henry britz it shilah nial it .",0,0,multirc_simple_gradient_top_k_direct,"What was the original destination of the plane , and where did it land ?",Nevada
wikiMovieSummaries_3614683.txt:3:4, littlefoot dinosaur valley the dinosaur across right monolith sauropod sharptooth neck an . saurus rock monolith luck falls off . the diplodocus rescues littlefoot newcomer is displays great valley littlefoot dinosaur narrating extemporaneous . cera nieces saurus without anyone noticing . later when the friends playing they missing of go saurus to,0,0,multirc_simple_gradient_top_k_direct,Where Dinah and Dana go when they heard the story of The lone Dinosaur from Littlefoot ?,Big Water
wikiMovieSummaries_5787450.txt:1:1, educated tycoon witnessed does ' t killed phone in . phone call to phone . he in movie who ' a . a . resturaunt . at . a condo and by s . emery visit ' his friend who gives a box cutter tells to help him unpack . they in more motives .,1,1,multirc_simple_gradient_top_k_direct,What two thinks does Emery fail to notice ?,"The cell phone of killed man, and Alannah was working an angle to get what she wants"
wikiMovieSummaries_5787450.txt:2:2, business tycoon adulterous fling exotic allanah . . killed call logs his phone in movie ride angle wants calls her have dinner but . resturaunt attacks . alannah the properties which the condo . she makes home and invites a she keep condo and life condom some sex needs hot when had car emery visit and unpack comment times motives,0,0,multirc_simple_gradient_top_k_direct,Where do Emery and Allanah have sex ?,At the restaurant
